video_id,question_id,question_type,timestamp (s),question,correct_answer
2655,8.0,location,5.5,what landmarks or businesses should i look for the big c store?,hyderabad hosts and dental
2656,1.0,location,2.2,what store can i visit for beauty products?,sreeja beauty stores
2656,11.0,location,7.2,where is the advertisement for internet speeds?,on the pillar on the right side of the road
2657,2.1,location,2.2,"i want to try some sweets, which direction should i go in?",on the left side
2657,2.2,location,0.2,"i want to try some sweets, which direction should i go in?",i can't find it
2657,3.1,location,3.8,what is the family restaurant located on this street?,hanky family restaurant
2657,3.2,location,0.2,what is the family restaurant located on this street?,i can't find it
2657,4.0,location,3.8,where is the trishul grand hotel located?,"on the right side, visible on a white building"
2657,7.0,location,5.5,where is the bawarchi food court?,on the left side under the m-tech sign
2657,9.0,location,7.2,where is a place to eat?,at hi-tech bawarchi on the left side
2657,14.0,location,8.8,which store should i visit to buy a mi brand product?,mi store
2658,2.0,location,2.2,which establishment should i head to for photocopy and print services?,sri sai xerox
2658,3.0,location,3.8,where can i go for medical and general supplies?,sai ratan medical stores
2658,7.1,location,5.5,where can i find indus international school?,"on the right side of the road,on the side of the yellow bus"
2658,7.2,location,0.2,where can i find indus international school?,i can't find it
2658,10.0,location,7.2,where is the lakshmi guest house located in?,next to the building with the sign bata
2658,13.1,location,6.8,"i need to buy shoe, which store should i visit?",bata
2658,13.2,location,0.2,"i need to buy shoe, which store should i visit?",i can't find it
2658,14.1,location,8.8,where can i find a place to get a drink?,city wines
2658,14.2,location,0.2,where can i find a place to get a drink?,i can't find it
2659,2.0,location,2.2,where is the wine shop and what is its name?,on the left and the wine shop is named city wines
2659,4.0,location,3.8,"where is viras homeopathy, and what services might they offer?","on this street, homeopathy services"
2659,8.0,location,5.5,what establishments should i look for relation to beauty services?,lakme salon
2659,9.1,location,6.2,which bank is available on this street for any banking needs i might have?,dcb bank
2659,9.2,location,0.2,which bank is available on this street for any banking needs i might have?,i can't find it
2659,14.0,location,8.8,where is the nearest linen club located?,on the left side of the road
2660,1.0,location,2.2,where can i find a place to stay overnight?,sri venkateswara
2660,8.0,location,5.5,where can i find parking space for my scooter near the shops?,there is scooter parking available at the right side near the entrance of the flyover
2660,10.1,location,5.5,where can i find the nearest bar in this area?,directly to the left of the bubble bar sign on the street
2660,10.2,location,0.2,where can i find the nearest bar in this area?,i can't find it
2660,14.1,location,0.2,where can i find the hostel?,it's near the middle of the visible signs on the right-hand side
2660,14.2,location,1.2,where can i find the hostel?,sri venkateswara
2661,2.0,location,2.2,where can i find a place to stay overnight?,hostel & pg
2661,5.0,location,3.8,where is hostel or pg accommodations?,look for the building with the text hostel & pg
2661,9.1,location,3.5,where can i get my hair done nearby?,flaunt salon
2661,9.2,location,0.2,where can i get my hair done nearby?,i can't find it
2662,1.0,location,2.2,which store sells crabtree products?,the store next to virgo
2662,7.0,location,5.5,where sales painting supplies?,asianpaints
2662,8.1,location,5.5,which restaurant offers food nearby?,bawarchi restaurant
2662,8.2,location,0.2,which restaurant offers food nearby?,i can't find it
2663,1.0,location,2.2,where are the special offers for 80?,bawarchi restaurant
2663,8.0,location,5.5,which business has modern works?,devi sri modern works
2663,15.0,location,7.8,where is the helmet world store?,next to the no parking sign on the left
2664,1.0,location,2.2,"where is the treda 9th property show being held, and when is it happening?","2nd-3rd-4th nov 2018, hitex, hyd"
2664,12.0,location,8.8,where is the treda 9th property show taking place?,"hitex, hyd"
2665,3.0,location,3.8,where is mercedes-benz showroom?,on the right side
2665,5.0,location,0.2,where can i go to get a dental checkup?,lbr dental
2666,15.0,location,0.2,where can i find the advertisement with the person in a suit?,on the pillars under the flyover
2668,2.0,location,0.2,where to provide mobile solutions for my phone?,istudio mobile solutions
2668,3.0,location,3.8,where should i look for construction services?,crux
2668,12.0,location,8.8,"where can i get breakfast, lunch, and dinner?",breakfast lunch dinner
2669,7.1,location,3.8,where can i find an atm around here?,near the mercedes-benz showroom
2669,7.2,location,0.2,where can i find an atm around here?,i can't find it
2671,2.0,location,2.2,where is the nearest state bank of india (sbi) branch?,on the building on the left side
2671,4.1,location,2.8,where is the nearest bank i could visit for some financial transactions?,the nearest bank is sbi (state bank of india)
2671,4.2,location,0.2,where is the nearest bank i could visit for some financial transactions?,i can't find it
2687,4.0,location,3.8,where can i find a florist shop ?,"near the entrance to the street on the left, just before the first intersection"
2687,6.0,location,5.5,in which building is nectar gardens located?,the building straight ahead at the end of the road
2688,1.1,location,0.2,where can i go to the nectar gardens?,go straight and find the entrance below the sign nectar gardens
2688,1.2,location,1.2,where can i go to the nectar gardens?,make a u-turn and return and will be on your right
2688,3.0,location,3.8,which school is nearby and provides a primary education?,arshia primary school
2691,11.0,location,7.2,where are the buildings with the vvn sign?,to the right side
2726,3.0,location,3.8,where can i possibly find water supply services?,from the truck labeled s.v.s. water sup.
2726,11.0,location,7.2,where can i find significant landmarks or signs ?,on top of the buildings
2731,1.0,location,2.2,where is the building with the appstek sign ?,it is on the right side
2731,3.0,location,3.8,what is the prominent building ahead from multiple angles?,appstek
2731,12.0,location,8.8,where can i find spaces & more near the appstek building?,on the same building as appstek
2743,4.0,location,3.8,where can i find the red fine establishment?,"on the right side, on a billboard"
2743,10.0,location,7.2,where is the building with the care sign?,on the left side
2753,8.1,location,3.2,where can i find public toilets in this area?,near the genits sign on the left side of the road
2753,8.2,location,0.2,where can i find public toilets in this area?,there are no relevant signs
2754,7.0,location,5.5,where can i buy cinema crackers?,hagyar rema crackers
2754,11.0,location,7.2,where is bhagya rekha crackers store?,"on the right side, near the green sign with ghmc"
2754,14.1,location,6.2,where can i find the information about admissions or educational inquiry?,on the upper left corner of the billboard
2754,14.2,location,0.2,where can i find the information about admissions or educational inquiry?,i can't find it
2756,2.0,location,2.2,where can i find a shop named sweety ?,look for the sweety shop sign on a building located towards the left side
2756,12.0,location,8.8,where can i find the building with the 'max' advertisement on it?,on the right side
2758,3.0,location,3.8,what is the nearby sign?,no parking
2758,10.0,location,7.2,where offers plywood?,austin plywood
2758,13.0,location,8.8,"what kind of store is mayees boutique, and where is it ?",mayees boutique is a fashion store on the left side
2758,14.0,location,8.8,where can i find the toy park and new born stores?, on the left side under the ceat sign
2765,12.0,location,8.8,where is the grand inaugural offer promotion for furniture and home appliances?,at teak home on the left side
2768,2.0,location,2.2,where and when is the people's plaza event taking place?,"people's plaza dec 1, 2018"
2769,5.0,location,3.8,"where is the event, advertised on the bus, taking place?",people's plaza
2770,2.0,location,2.2,where is the event taking place that mentions a date?,"people's plaza dec 1, 2018"
2770,3.0,location,3.8,which logistics company is ahead of me?,neologistics
2770,9.0,location,7.2,where to display information about hiv prevention efforts?,the red ribbon run
2771,2.0,location,2.2,where is the location mentioned for the event?,the location mentioned is people's plaza
2772,2.0,location,2.2,where is the red ribbon run event taking place?,people's plaza
2773,2.0,location,2.2,where and when is the people's plaza event taking place?,"people's plaza dec 1, 2018"
2775,2.0,location,2.2,where is the location mentioned for the race against hiv event?,people's plaza
2781,7.0,location,5.5,how to find priyadarshini?,find the building with the sign priyadarshini
2781,8.0,location,5.5,where is the automatic rickshaw that says maa baap ki dua?,"it is in the center, surrounded by children and other vehicles"
2781,10.0,location,7.2,what is the primary school?,priyadarshini primary school
2781,12.0,location,8.8,where can i find services related to tseva?,on the sign on a building on the right side
2781,15.0,location,7.8,where can i find information on tvs motorcycle models?,on the auto-rickshaw advertisement
2782,4.0,location,3.8,where is the priyadarshini primary school ?,"located nearby, as it is visible"
2782,10.0,location,7.2,where is the priyadarshini primary school?,"in front of you, on the left side"
2784,9.0,location,7.2,what other shops are near the airtel 4g store?,a coca-cola store
2784,11.0,location,7.2,where can i purchase mobile network services or data plans?,at the store with the airtel 4g sign
2785,1.0,location,2.2,where exactly is the shah pan shop ?,on the left side of the street
2795,1.0,location,2.2,which hotel is for getting some meals?,k.g.n hotel
2795,3.0,location,3.8,where can i get tiffin meals?,k.g.n hotel
2795,5.0,location,3.8,are there other famous businesses or landmarks near the k.g.n. hotel that may provide medical supplies?,nature's care pharmaceutical co
2795,10.0,location,7.2,where is the k.g.n hotel located in relation to the 3d world sign?,k.g.n hotel is to the left of the 3d world sign
2795,15.0,location,7.8,what landmark or sign shows i am close to the 3d world?,look for the 3d world sign
2798,1.0,location,2.2,where is the new asra hotel?,"to the left side, near the building with the cocacola ads"
2798,3.0,location,3.8,"what hotels is there, and how can i locate it?","new asra hotel, it's on the left side with the cocacola ads"
2798,4.0,location,3.8,what types of food is asra hotel known for serving?,pure vegetarian food
2798,5.0,location,3.8,where can i find coca-cola advertisements?,on the side of the building
2798,7.0,location,5.5,where is the picnic spot ?,the picnic spot is located to the left
2798,14.0,location,8.8,where is the golconda information sign to the archway?,to the right of the archway
2804,1.1,location,2.2,where can i find a place to buy chicken?,baba chicken
2804,1.2,location,9.2,where can i find a place to buy chicken?,chichen center
2804,8.0,location,5.5,which store sells new mobile phone?,li son mobiles
2804,15.0,location,7.8,which shop sells poultry products?,bismillah chicken center
2807,3.0,location,3.8,what shops or landmarks are near rajesh wines?,gokul jewellers and the optical store
2807,5.0,location,3.8,which store ssells jewelry?,gokul jewellers
2807,9.0,location,7.2,where can i buy wine?,rajesh wines
2807,15.0,location,7.8,which optician stores are visible and how are they positioned relative to each other?,city opticals and opticals are both visible and are positioned next to each other
2808,1.0,location,2.2,where can i find the rajesh wines store?,the rajesh wines store is on the right side of a large building just past the busy intersection
2808,5.0,location,3.8,where can i buy wine?,rajesh wines
2808,14.0,location,8.8,where can i find the lakshmi textiles shop?,on the right side
2814,4.2,location,2.2,where is the bhel sign located?,bhel sign is on the front
2814,4.3,location,9.8,where is the bhel sign located?,bhel sign is on the front
2814,12.0,location,8.8,where  is the label metro luxury?,on the pink and white bus
2815,14.1,location,8.8,where can i find a space available for rent?,to-let
2815,14.2,location,0.2,where can i find a space available for rent?,there is no mobile phone store nearby
2817,1.0,location,2.2,where can i find the specialized hospital?,citizens specialty hospital
2817,5.0,location,3.8,which bus can take me to the main campus of chirec international school?,the yellow bus marked chirec.
2818,10.0,location,7.2,where is the nearest public toilet sign?,"it is on the right side, visible on a signpost at the edge of the sidewalk"
2819,6.0,location,5.5,how to get to the public toilet?,turn at the intersection where the public toilet sign directs on the right side
2819,8.0,location,5.5,where can i find the details about the promotion related to xtra 550?,look for the billboard in the background with xtra 550 on the left
2819,13.0,location,8.8,where can i find the citizens specialty hospital from here?,in the background on the right-hand side
2821,2.0,location,2.2,where can i find the american oncology institute?,it's indicated on the large billboard on the right side
2821,5.0,location,3.8,where can i find parking near the citizens specialty hospital?,check for parking options near the citizens specialty hospital on the right side
2822,1.0,location,2.2,"where is the nearest hospital, and what is its name?",citizens specialty hospital
2823,2.0,location,2.2,where is the car with the license plate ts07ue3824 ?,stuck in traffic between buses and motorcycles
2823,4.0,location,3.8,which hospital can i visit for specialty care?,citizens specialty hospital
2825,1.0,location,2.2,where is the american oncology institute ?,at the location shown on the billboard on the right
2825,7.0,location,5.5,"where is chirec international school , and what is the contact phone number?","kondapur, 9866461201"
2826,6.0,location,5.5,what's the name of the hospital here?,the aarogya charitable trust hospital
2826,7.0,location,5.5,where is the main campus of chirec international school?,kondapur
2826,9.0,location,7.2,which areas do the pre-schools associated with chirec international school serve?,jubilee hills & gachibowli
2827,1.0,location,2.2,where can i find the store named auto cool car ac?,along the main road next to the yellow bus on the left
2830,2.0,location,2.2,where can i find concrete blocks as indicated by the advertisements on the left?,ncl
2830,6.1,location,1.8,where can i find promotions for haier products?,on the yellow delivery truck
2830,6.2,location,9.1,where can i find promotions for haier products?,on the yellow delivery truck in front of you
2830,9.0,location,7.3,where is the license plate located on the red car in front of me?,rear bumper
2830,10.0,location,7.3,where is the nearest store that stocks ncl light weight autoclaved bricks?,it is on the left side by the large billboard
2836,4.0,location,3.8,where can i find the hospital?,it's located next to the archie sign
2838,1.2,location,0.1,where can i find the speed limit?,40' sign in front
2838,1.3,location,9.1,where can i find the speed limit?,40' sign in the back
2838,3.0,location,3.8,what is the bakery ?,mid land bakers
2838,5.0,location,3.8,where can i find a restaurant?,mid land bakers restaurant
2838,9.0,location,7.2,where can i find the railngo sign?,above the big c store
2838,11.0,location,7.2,where should i look to find the name of the bus model?,on the side of the bus
2838,13.0,location,8.8,where can i find an hdfc bank branch?,under the kritunga
2844,6.0,location,5.5,which bank is visible and how can i find it?,"deenadu bank, located next to the white building on the left side"
2844,13.0,location,9.0,where can i find a place to have a break?,hotel swagath
2845,1.1,location,9.0,what hotels can i find?,hotel swagath
2845,1.2,location,0.1,what hotels can i find?,hotel victory
2845,2.0,location,2.2,where can i get a drink?,bar
2845,7.0,location,5.5,where should i find the crosswalk?,near the signpost on the right side
2845,8.0,location,5.5,i want to visit a place nearby; can you tell me if hotel swagath is somewhere?,"yes, the hotel is visible in the distance ahead"
2846,6.0,location,5.5,where is the parking lot near the hotel?,the nearest parking is located at the adjacent lot next to the hotel
2846,7.0,location,2.2,what hotels can i find?,hotel swagath
2848,1.0,location,0.1,what hotels can i find?,hotel swagath
2848,2.0,location,2.2,are there any lodges around here?,pride lodge
2848,4.0,location,3.8,where can i find the entrance to hotel swagath?,next to raghu digitals
2848,6.0,location,5.5,what other businesses can i locate across the street from the ultratech super billboard?,hotel swagath and raghu digitals
2848,9.0,location,7.2,what kind of institution is pride oyo lodge and where is it?,it is a lodge located on the left side
2848,11.0,location,7.2,where can i find the nearest branch of varun motors?,begumpet
2848,13.0,location,8.8,where can i find a place to stay ?,lodge
2849,1.0,location,2.2,where is the oyo hotel?,see the oyo sign on a building
2849,6.0,location,5.5,where can i find the nearest oyo hotel?,on the left side
2849,7.0,location,5.5,where can i find a place to stay overnight?,oyo lodge
2849,14.0,location,8.8,"where can i find touch mobiles, and is there anything notable next to it?","touch mobiles is on the left side, and there is a shop with red signage next to it"
2850,2.0,location,3.2,where can i find a place to eat?,you can eat at family dhaba
2850,3.0,location,3.8,which establishment offers mobile phone services ?,touch mobiles
2854,4.0,location,3.8,where can i go for emergency medical care at any time of the day or night?,happy hospital children's & multi speciality emergency 24x7
2854,7.0,location,5.5,which hospital is running a campaign for master key to neuro care and what services do they offer?,prathima hospitals offers brain and spine care services
2858,6.0,location,5.5,where is the nearby steel and cement store ?,the store is on the left side and has a yellow banner
2858,14.0,location,8.8,where can i find information about the grt?,information on a billboard
2859,5.0,location,3.8,where can i find the grt advertisement?,the grt advertisement is on the billboard in the background
2859,14.0,location,8.8,where can i find services related to car glass repair or replacement?,car glass
2861,2.0,location,2.2,where do these school buses belong?,lily educational society
2863,8.0,location,5.5,where can i find an ice cream shop?,cream stone
2866,5.0,location,3.8,what's the name of the women's clothing store?,woman's world
2866,11.0,location,7.2,where is the p. manoharlal jewelers store located relative to woman's world?,below woman's world
2866,15.0,location,7.8,where can i find the p. manoharlal jewellers store?,the p. manoharlal jewellers store is on the left side
2868,7.0,location,5.5,what building do i need to look for if i want to watch a movie?,the building with the inox sign
2871,12.0,location,8.8,"where is the asn max building, and how can i locate it based on nearby landmarks?","the asn max building is on the left side, near a cluster of commercial buildings and a vacant lot"
2871,13.0,location,8.8,where can i go to learn more about the loan mela?,look at the billboard on the right
2875,11.0,location,7.2,"i want to go to the lounge bar and banquet hall,which establishment should i visit ?",visit maps hotel 
2875,12.0,location,8.8,where can i find the 'restaurant'closest to me?,the 'restaurant' under maps hotel
2875,15.0,location,7.8,where exactly can one find the lounge and banquet hall?,at restaurant lounge bar & banquet hall
2879,2.0,location,2.2,which place is mentioned as the operational area for the pudami school bus?,"edulabad, ghatkesar"
2879,7.0,location,5.7,where should i go to get a drink?,go to the place with the bar signboard
2879,12.0,location,8.8,where is the bar?,on the right side ahead
2882,1.0,location,2.2,where is the bar?,"on the right side, associated with hotel indu"
2882,2.0,location,2.2,which bus should i take to reach kennedy global?,"the yellow bus with kennedy global on it, it is nearby"
2882,4.2,location,4.0,where is the nearest pedestrian crossing?,now on the pedestrian crossing
2882,4.3,location,8.2,where is the nearest pedestrian crossing?,in the back
2884,11.0,location,7.2,where is the plywood and hardware store?,"on the left side, near a red building"
2884,15.0,location,7.8,where can i find a hardware store among the shops?,hardware
2885,8.0,location,5.5,which side of the road has the yamaha store located on it?,left side
2886,8.0,location,5.5,where the sign happy hospital is?,on the right side 
2886,11.0,location,7.2,"where is the olive establishment , and what other shops are near it?","on the left side of the road, near furniture and photocopy shops"
2892,7.0,location,5.5,where should i head to if i need medical assistance?,vijaya hospital
2893,2.0,location,2.2,"where is the nearest hospital in case of an emergency, and what kind of medical services do they offer?","the nearest hospital is vijaya hospital, which offers general and dental services"
2893,5.0,location,3.8,what local schools can i enroll my child in?,"in delhi public school, miyapur, bowrampet"
2895,4.0,location,3.8,where is the sanskriti school located according to the bus advertisement?,"kondapur, hyderabad"
2897,5.0,location,3.8,which hospital can handle medical emergencies?,srikara hospitals
2897,6.0,location,5.5,where can i find specialized services related to robotics?,srikara hospital
2897,11.0,location,7.2,where is the robotics center located ?,near srikara family hospital
2898,4.0,location,3.8,where is the nearest hospital?,srikara hospital
2898,5.0,location,3.8,which building offers robotics services?,srikara hospital
2898,9.0,location,7.2,where can i buy some new furniture?,furniture
2899,4.0,location,3.8,which hospital offers robotics and joint replacement services?,srikara hospitals
2899,7.0,location,5.5,where can i find the srikara hospitals?,near the location shown on the billboard
2899,15.0,location,7.8,what type of transport service is available?,intercity transport
2900,4.0,location,3.8,which store offers office furniture?,furniture mart
2900,10.0,location,7.2,where is the nearest entrance to the furniture mart?,near the prominent furniture mart sign on the left side of the road
2900,15.0,location,7.8,where can i find the store named “kurl-on”?,on the building's exterior on the left
2914,8.0,location,6.5,where do i go to visit vijayawada?,exit 11
2923,4.0,location,4.5,"what is the industrial park i passed by, and could it be a good place for job opportunities?",ramachandrapuram industrial park
2923,8.0,location,6.5,where can i find saiteja?,saiteja is on the left side
2927,1.0,location,2.2,what store can i visit if i want to buy furniture?,furniture mart
2927,14.0,location,9.0,where is the advertisement for akashi ?,on the left side
2929,1.0,location,2.2,where can i find the place advertising amazing products. crazy prices. to check out the sale items?,on the right billboard
2929,6.0,location,5.5,are there any shops nearby?,ikea
2933,2.0,location,2.2,where is the vehicle from bellary motors located now?,it is directly in front of you in the traffic
2934,5.0,location,3.8,where can i get my car serviced?,you can get your car serviced at bellary motors as suggested by the text on the black car
2935,3.0,location,3.8,where is the yellow truck with the sudal hari text ?,in front of the black suv
2937,15.0,location,7.8,where is the pedestrian crossing sign ?,ahead on the right side of the road
2940,8.0,location,5.5,"which store specializes in photography, videography, and personalized gifts, and how can i get there?",the store is photography & videography photo frames fleece wines laminations personalized gifts and it is near tea times
2941,7.1,location,5.5,where can i shop for china dishes?,at the s.s. china bazar
2941,7.2,location,9.5,where can i shop for china dishes?,at the s.s. china bazar
2941,10.0,location,7.2,where can i find items for home needs?,s.s. china bazar
2941,11.0,location,7.2,which clinic offers treatment for skin and hair issues?,arshi skin and hair clinic
2942,3.0,location,3.8,what area or city am i?,hyderabad
2942,11.0,location,7.2,which building has accommodations available?,shasnam hotel
2942,13.0,location,8.8,which shop sells motorcycle helmets?,modern helmet shop
2942,14.0,location,8.8,where can i go to get a dental implant or root canal treatment?,dental implant & root canal centre
2946,1.0,location,2.2,what school does the yellow bus belong to?,delhi public school
2946,8.0,location,5.5,where is the arbor building located?,on the left side of the road
2949,1.0,location,2.2,where can i find the c.r.i. pumps store and how many times does it appear in my view?,"on the left side of the road, appears four times"
2949,2.0,location,2.2,"which side of the road is the hitech halmet world located, and is there anything next to it?","on the left side of the road, next to the c.r.i. pumps"
2949,8.0,location,5.5,where can i find more information about the canary services mentioned on the billboard?,call the number on the billboard
2963,13.0,location,8.8,where is the shahi darrar?,on the left side
2968,8.0,location,5.5,which telecom provider offers 4g services?,idea 4g
2968,13.0,location,8.8,where can i buy yamaha motorcycles?,pearl yamaha
2969,1.0,location,2.2,what's the nearest shop or service to check out products from the lloyd brand?,visit the shop directly under the lloyd signage on the left
2969,2.0,location,2.2,where can i inquire about the offers related to the 0 processing fee advertisement?,contact the number given on the billboard with the 0% processing fee ad on the left
2970,8.0,location,5.5,where can i find information about the most awarded school in telangana?,on the green billboard
2976,5.0,location,3.8,where can i find more information about the canary facility that is open?,the sign board beside the road on the right
2976,8.0,location,5.5,where can i find more information about the canary admissions?,on the signpost to the right side  
2976,11.0,location,7.2,where does the yellow bus ahead belong to?,sml
2977,2.0,location,2.2,which educational institution should i visit to inquire about schooling options?,alif high school
2977,5.0,location,3.8,where is the alif high school?,on the left side
2977,12.0,location,8.8,where can i find the advertisement related to skipper?,on the right side
2977,13.0,location,8.8,which building houses ideal fitness?,the blue building
2978,1.0,location,2.2,which building nearby offers fitness services?,ideal fitness
2978,3.0,location,3.8,where can i find hospital services for stroke treatment?,continental hospitals
2978,10.0,location,7.2,where is the sanskriti school?,kondapur
2978,14.0,location,8.8,where can i buy hardware supplies?,jaiswal hardware
2979,14.0,location,8.8,where can i find the billboard with the contact number 9985 999 888?,on the right side
2980,7.0,location,5.5,"which side of the road contains the max elite cafe & restaurant, and what other businesses or landmarks can i find ?",the max elite cafe & restaurant is on the left side. nearby landmarks include a row of white vehicles with various icons on them
2981,1.1,location,1.0,where can i find the nearest atm？,next to the kotak mahindra bank signboard
2981,1.2,location,3.8,where can i find the nearest atm？,next to the national sports
2981,7.0,location,5.5,where can i find an atm?,beside the national sporrts signboard
2981,8.0,location,5.5,which store seems to have a variety of shoes for sale?,hyderabad shoe store
2983,5.0,location,3.8,where can i buy sports equipment?,head towards the disney sports and nivia stores
2983,7.0,location,5.5,where is the novelty sports store located?,it is on the right side of the street
2983,8.0,location,5.5,what other types of shops are near novelty sports that i can check out?,there is a store with the name disney sports
2988,4.0,location,3.8,what is the nearest medical facility?,the hospital indicated by the hospital sign on the right
2988,5.0,location,3.8,where am i not allowed to park?,near the no parking sign
2989,4.0,location,3.8,where can i find pinky electronics?,on the right side of the street
2989,8.0,location,5.5,"which store on the right side sells electronics, and how can i identify it?","the pinky store sells electronics, identified by the sign"
2989,14.0,location,8.8,where can i find information about banquet or room availability?,the building with the sign 'rooms & banquets' on the right
2990,1.0,location,2.2,where is the a-one store ?,next to the store with the orange sign on the left
2990,5.0,location,3.8,which store is next to deepti?,a-one
2990,14.0,location,8.8,which shop on this street tiffins and meals?,maharaja tiffins & chat
2995,7.0,location,5.5,where can i find the top star store?,near the left side close to the beginning
2998,11.0,location,7.2,where is the metro work taking place as indicated by the signs?,in progress at the underpass
2999,2.0,location,2.2,which autorickshaw has the number plate ap09 y2660?,the red one
3000,14.0,location,8.8,how do i get to subsubst-10?,"to the left, as indicated by the arrow"
4003,12.0,location,8.8,where is the shoe shop near the traffic lights?,the boots store is directly behind the traffic lights
4003,13.0,location,8.8,where is the 'body worlds' attraction?,across the street from 'hyundai' billboard
4008,6.0,location,5.5,"which hotel is nearby, and how might i identify its location?","club quarters hotel, identified by the flag on the left"
4011,2.0,location,2.2,where can i find the french comte?,on the www.thefrenchcomte.co.uk
4011,8.0,location,5.5,where is the nearby restaurant?,prezzo
4015,15.0,location,7.8,where can i have a pre-theatre breakfa,garfunkel's restaurant
4016,1.0,location,2.2,where is the best place nearby for a perfect date restaurant?,the ad on the bus for quandoo
4016,11.0,location,7.2,where is the coca-cola advertisement visible ?,on a billboard above the street
4018,14.0,location,8.8,where’s the nearest barclays bank?,on the building to the right
4031,9.2,location,0.1,where is the incident response vehicle located in relation to the thefreshcomte van?,thefreshcomte truck front left side
4031,9.3,location,9.0,where is the incident response vehicle located in relation to the thefreshcomte van?,thefreshcomte truck back left side
4033,1.0,location,2.2,where is the best place to buy souvenirs ?,souvenirs
4033,5.0,location,3.8,where can i find a shop that offers items priced at £4.99?,hankies
4039,2.0,location,2.2,which store is located next to the bus stop on the right side of the road?,barbour
4039,5.0,location,3.8,where can i find the barbour store?,along the curved building on the right side
4039,9.0,location,7.2,where is the barbour store located in relation to the bus stops?,the barbour store is located to the right of the bus stops
4039,10.0,location,7.2,what is the destination of bus 94?,acton green
4039,14.1,location,8.8,where is the bus that goes to marble arch?,the bus that goes to marble arch is the black bus in the middle with the number 159
4039,14.2,location,0.2,where is the bus that goes to marble arch?,there is no bus to marble arch here
4040,10.0,location,7.2,where is the panerai boutique?,on the left side
4041,1.0,location,2.2,where is the schuh store?,on the right side of the road
4041,3.0,location,3.8,which shop should i look for to buy comfortable shoes?,ecco
4051,6.0,location,5.5,could you tell me which building has office space available for lease?,wingate house
4065,8.0,location,5.5,where can i order flowers online?,www.isleofflowers.co.uk
4066,3.0,location,3.8,where is the  hair salon?,samantha cusick london
4066,7.0,location,5.5,which store should i head to for a coffee?,starbucks
4068,3.0,location,3.8,where can i find the starbucks and tesco metro?,"starbucks to the left, tesco metro to the right"
4068,4.0,location,3.8,what are my options for grabbing a coffee around here?,starbucks
4068,6.0,location,5.5,which store should i visit for grocery shopping?,tesco metro
4068,9.0,location,7.2,where can i get energy-related items or services based on the shops here?,energy to seek
4068,10.0,location,7.2,what food options are available for a quick bite from the food stall and the eatery?,meatballs and blanche eatery
4070,5.0,location,3.8,where can i find more information online about the event furniture services offered by this company?,www.hireit-eventfurniture.com
4070,11.0,location,7.2,which well-known hotel on my right?,hilton
4072,5.0,location,3.8,where can i find parking for shepherd’s bush?,follow the parking sign near the green directional sign
4072,10.0,location,7.2,where do i need to go to hire event furniture?,www.hireit-eventfurniture.com
4075,1.0,location,0.2,where can i get a cup of coffee?,coffeplant
4075,6.0,location,5.5,where can i find products suitable for vegetarians?,the whole shabang falafel
4075,7.0,location,5.5,where should i go to buy flowers from 'the flowered corner'?,110 ladbroke grove
4075,12.0,location,8.8,which establishment is branded with london spirit?,a building on the right
4079,14.0,location,8.8,where can i find a place to grab a coffee after i finish at the natwest bank?,joe & the juice
4079,15.0,location,7.8,which store is available visit to look at electronics after visiting the zara store?,carphone warehouse
4083,2.0,location,2.2,where is the restaurant for a quick bite?,chicken cottage
4083,6.0,location,5.5,where can i get my clothes dry cleaned?,city dry cleaning
4083,14.0,location,8.8,where is the pret a manger?,on the left side before the bridge
4087,1.0,location,2.2,which shop should i go to to buy a sandwich?,se ect food & wine
4087,3.0,location,3.8,which place to go to eat chicken?,chicken cottage
4087,7.0,location,5.5,what does the store off licence sell and where can i find it if i'm walking down this street?,sells alcohol and snacks; located on the right side of the street
4088,2.0,location,0.2,where is the coral store?,on the right side of the street
4088,4.0,location,3.8,which shop should i go to buy some fresh fish?,grove fish bar
4088,6.0,location,5.5,where is the betting shop according to the signs i can see?,coral
4088,11.0,location,7.2,which fish bar is located on this street?,grove fish bar
4088,14.0,location,8.8,where can i buy some bread mentioned in the advertisement?,kingsmill
4088,15.0,location,7.8,what is the chemist shop i can find on this street?,chana chemist
4093,3.0,location,3.8,where is the destination of the red double-decker bus in the right lane?,aldwych
4093,14.0,location,8.8,where can i find detailed information or services offered by the company mentioned on the truck?,www.hireit-eventfurniture.com
4094,5.0,location,3.8,where can i find a convenience store for some quick shopping?,west 9 food & wine
4094,8.0,location,5.5,where can i find a place that's open every day for urgent needs?,off licence 7 days a week
4094,10.0,location,7.2,where can i find a place that is open every day of the week?,off licence open 7 days a week
4094,15.0,location,7.8,which store should i look for buying food and wine and what‘s its street number?,west 9 food & wine
4095,13.0,location,8.8,where is the samantha cusick place located on this street?,on the left side
4097,2.0,location,2.2,where can i find more information about hr building group online?,www.hrbgroofing.co.uk
4097,8.0,location,0.2,how can i get roofing services,contact hr building group
4098,5.0,location,3.8,where can i find more information about the inspiring event furniture being advertised on the van?,www.hireit-eventfurniture.com
4098,12.0,location,8.8,where is the no parking zone on this street?,on the left side
4100,2.0,location,2.2,where is the street name for the road i am on?,chepstow villas w11
4100,5.0,location,3.8,which shop on the right-hand side of the street serves crepes and coffee?,mu dogs crepes coffee
