video_id,question_id,timestamp (s),question_type,question,correct_answer
23d56272-b51a-49cf-88be-af619b8baec7,7,100.8,hands-on,what tool am i using to work on this piece of wood?,a stanley hand plane
2aa59fb1-a4a8-4d75-a2f6-88f8a06c0dea,7,98.2,hands-on,where can i find a motivational poster?,near the keyboard
2abab07f-8dca-4fdc-aa2b-3d79e3252cbb,7,87.8,hands-on,which brand of beer is advertised on the wall poster?,bud light
2d2303fe-f0ae-4a8c-80dd-1b048d9d8bc8,7,95.3,hands-on,what is the brand of the level i'm using?,empire
2f312e2c-4577-42d3-a2de-4c63b042fe50,7,93.8,hands-on,what brand of acrylic paint am i using?,mont marte acrylic
316b9eb2-ceca-4620-be95-f7d9a4fb08fa,7,79.5,hands-on,what is the brand of motor oil?,kawasaki
32f700d8-5175-4098-8270-bc6ed5d76e2e,7,95.3,hands-on,what brand of level tool am i using to make sure the surface is even?,empire
3581bcf8-7e3e-4c02-af98-3e96c05bfa40,7,77.7,hands-on,what is inside the samart bag?,cement powder
36d9e651-daee-4cf4-8c58-2780e5511daa,7,80.7,hands-on,what do the triple grip items look like and where are they placed?,"small white boxes, placed on the beams"
37628d50-72bf-490c-865c-f841e4ff4abc,7,84.8,hands-on,what label is imprinted on the bricks that i am making?,suv
37f89f61-feec-490b-b160-48020ed76a8c,7,113.5,hands-on,what is the length of the object according to the tape measure?,57 cm
38d58b30-4d42-4c90-884f-6b68360c2e4e,7,81.2,hands-on,what's the phone number i should call for assistance with the equipment?,412-901-5849
3ab9c63c-49af-4688-8ff9-26e50d185dab,7,117.8,hands-on,what's the total width of the return of the jedi poster i'm measuring?,34
414f7421-52d2-437b-a873-5add8babfe53,7,81.8,hands-on,what brand is the cutting mat i'm using?,sandy cutting mat
4387b319-d050-49a0-bb5b-e39f3eea7707,7,86.0,hands-on,what is the brand of the tool i am using on the workbench?,ridgid
43b29c5e-4e8a-4cd4-bbca-515b41acfe58,7,81.2,hands-on,what brand of tubes am i working with?,tirupati tubes
46ed6fb8-f39e-4fd7-b327-9b1f6f568688,7,86.3,hands-on,which direction should i install the hiltex bracket next?,follow the direction indicated by hiltex on the gloves
4af96210-f0ee-48a6-9cda-ab114ac715a6,7,110.5,hands-on,what is the brand of the orange box i'm handling?,vizio
511cd2f0-b5bd-4f73-96af-60e6f711e044,7,81.5,hands-on,where can i find a bag of ambuja cement in this workshop?,next to the drill press
5199d243-364f-46e1-afd8-0218b2b1d36e,7,83.5,hands-on,what brand name is visible on the cardboard box next to the table?,fila
55282f42-b9d6-4bdc-a17f-fe79a06ef9c1,7,115.3,hands-on,what tool am i using to cut along the door frame?,dewalt oscillating tool
594255d7-0253-467d-abf6-c1b83ed0ff62,7,79.8,hands-on,what is written on the green label of the mortar?,pv
59774ba5-ef2c-4ab3-959e-3aeaed8416f0,7,72.2,hands-on,what month is shown in my checkbook  ?,august and september
5af31ca2-a282-4d05-a97b-f272408256ca,7,74.0,hands-on,what is the equipment shown?,thermoshake
5fccf3ea-0992-478f-8a63-37c106de94a8,7,86.3,hands-on,what is the lab i'm currently working in?,queen's lab 1 fo 21
65770215-5551-4aa4-9699-763bd211e877,7,81.5,hands-on,which company is responsible for the landscaping work i'm doing right now?,rader landscape & concrete
6867def8-788d-4f88-9450-1323354cf8dc,7,81.0,hands-on,what is the brand of the machine to mix ingredients?,sottoriva
6df4ef45-3165-4c97-a8e4-484d2199f070,7,79.5,hands-on,what brand are the tubes with the blue text?,tirupati tubes
7115379d-a5e9-4acd-96ac-27bb65be72c2,7,78.8,hands-on,what is the brand or name written on the piece of wood on the floor?,ozeen
782aeab4-9658-4e63-9654-5ecdcd31fdf3,7,65.2,hands-on,which brand is the automotive shop?,krugh automotive
7e46d637-ad6a-49d8-aa1f-fdb3dcc778d1,7,81.5,hands-on,what is written on the piece of wood i was working on first?,face
7fcc4b2f-4cb5-4301-bbdc-41c9f8995936,7,79.8,hands-on,what activities is the card used for?,a birthday celebration
81960a67-7285-4769-ac91-3913f1ba5742,7,67.2,hands-on,where can i go to grab a quick meal?,kfc
876d37d8-07f5-4508-b458-631b3e2c6fab,7,81.2,hands-on,what is the total number of colored pencils contained in the box?,150
89fb899b-b038-45be-91a1-f356c5afb2c8,7,83.8,hands-on,which brand of paint was used in this project?,handy paint pail
8b3e0d14-ada5-442b-a98a-d3e642408311,7,68.7,hands-on,what does the label on the yellow machine say?,hyster 50
8c176c31-f7a1-4b6f-9c17-b9e7798c46df,7,74.7,hands-on,where is the gabriel strip ?,on top of the bound orange book cover with green leaves attached to it
9de66400-05ec-4173-93c9-16c2cc9d881d,7,86.5,hands-on,what brand of newspaper am i using as a surface?,fortune
a0a7b274-9632-4591-80f6-589e7dff6372,7,143.8,hands-on,what was the initial weight reading on the central scale before you added the material?,362.21 grams
a56b297f-35c0-471a-b346-a53c291e0dae,7,71.3,hands-on,what's the name here?,krysh automotive
aaf7c713-659f-4ba9-ab75-6698c0e0ddec,7,82.7,hands-on,where do i need to place the proline motor oil after opening the container?,into the engine's oil fill port
b0bd7044-3031-4958-b2b6-de7de85f9672,7,141.5,hands-on,what is the brand of the cleaning product i am using?,siol
b35e7060-ae01-420e-b327-3b25d4090f90,7,77.0,hands-on,what is the fluid used to maintain the equipment?,fox 10
b392ec35-fd40-469c-83ea-6c2b68f2ccfd,7,83.2,hands-on,what is the weight displayed on the scale for the item i'm measuring?,2.85 g
b3af9351-1858-4e6c-a2af-f41cd5d3456f,7,77.0,hands-on,what is the brand of the tools and equipment?,stihl
bdff3f72-0a1d-4ca7-97d8-4acadc0a53dc,7,100.8,hands-on,what brand is the tool that i'm using?,stanley
c0789499-30ff-4f96-9dd4-570125dcb410,7,82.8,hands-on,what tools am i using to attach the pieces together?,einhell、 knife and glue gun
c153d473-96cc-4649-bd65-663aa199766c,7,77.0,hands-on,what equipment from the usa needs to be used to fix the tire issue?,the equipment labeled 'us' on the red lift
c2c51a4c-5ccd-498b-93c6-5c7ee4e14177,7,82.3,hands-on,what should i use from the stack marked double a for my paper crafting?,use the paper from the stack marked double a.
cad9eaa5-6895-4825-930d-a006dbdd4baf,7,103.7,hands-on,what brand is the brake on the bike?, magura
cbbc1ff6-7441-4ecc-ab2a-e4eabbf7ec88,7,82.7,hands-on,what tools or materials do i need to find around the area labeled clevermade for assembling the mask?,"a pair of scissors, utility knife"
d254d5ea-7769-488e-95b2-645404a949c8,7,85.3,hands-on,what brand of milk am i holding?,milma
e1bedcde-2e8e-4a49-a0c5-4353cddc90b8,7,80.8,hands-on,what is the r-value of the insulation i'm using?,r-7.5
e1dd6c38-5c17-458b-ab88-d08b98a7adff,7,82.2,hands-on,what brand of the power tool am i using to work on this wood piece?,ridgid
12f30f46-e3b7-4c91-b857-fb696bf855cb,8,90.2,hands-on,where should i place the cutting mat to best use my workspace around the 'kle' bottle?,in the center of the desk
1569639c-b56e-4ce0-9722-2eefdab0f90d,8,81.2,hands-on,where can i find the pattern for the letter 'b' ?,top left section of the guide
225f9b78-1c79-4cfe-b5a6-6d826071b27c,8,81.0,hands-on,which specific sewing tools or materials do i need to use next?,thread and needle for stitching delicate patterns
2aa59fb1-a4a8-4d75-a2f6-88f8a06c0dea,8,98.2,hands-on,what inspirational message is displayed on the poster near the keyboard?,we can do it!
2f0c4752-02e4-4cb7-9035-7fd8455e96ee,8,88.8,hands-on,what could be the model number of this ridgid tool i am working with?,ts3650
316df9ab-91a5-417a-abc4-ce49063bc5cd,8,73.7,hands-on,which tools or materials are located near the pool label?,small blocks and an orange tool
36beb308-b12d-406f-9524-5080b85fc13d,8,85.3,hands-on,where should i correctly place the vigilatico super to benefit the plants visible around me?,spread it on the soil around plant roots
36d9e651-daee-4cf4-8c58-2780e5511daa,8,80.7,hands-on,which of the items labeled grk is closest to my left hand ?,the hammer placed horizontally on the beam
380fed0b-bdf2-4100-8edd-a5add0d280bb,8,81.3,hands-on,where can i find the step-by-step guide in the assembly instructions for the spacerail no.231?,on the main instruction sheet
3b7a230e-fed6-46d2-94bd-9fb864c0857b,8,114.0,hands-on,what type of material or product is typically stored in these kcp bags?,construction materials
3edffb3a-a23b-42eb-b621-8a71a558570f,8,117.8,hands-on,where does the measurement start and end on the image with the spaceship?,the measurement starts at 0 and ends at 39 inches
427faacc-ec73-47aa-a063-aeccae0d92d1,8,81.0,hands-on,"what brand is the machine i am using, and does it have any specific instructions or labels on it?","the brand is sottoriva, and it has an instruction label"
42b8e93c-0d8d-4c1f-b27b-f619467e98ec,8,80.3,hands-on,which section of the newspaper am i reading?,buzzstop
431a0aa5-cfe1-4f73-8237-6e74f42e690c,8,78.5,hands-on,where should i place the glue ?,on the cloud
43a06403-9d62-4691-9ab5-b8253a47ef48,8,72.8,hands-on,where's the guy in the gerger construction t-shirt?,next to me
46ed6fb8-f39e-4fd7-b327-9b1f6f568688,8,86.3,hands-on,what number is written on the piece of wood i need to secure?,no.2
585306e2-79d8-4665-884f-721daa42fe3e,8,86.0,hands-on,where can i find the correct measurement for the tube i'm working with?,on the measuring tape
5af31ca2-a282-4d05-a97b-f272408256ca,8,74.0,hands-on,which specific settings or programs are displayed on the thermoshake?,shake r d / ngos
65770215-5551-4aa4-9699-763bd211e877,8,81.5,hands-on,where can i find the contact information for the landscaping company?,on the side of the truck
6867def8-788d-4f88-9450-1323354cf8dc,8,81.0,hands-on,where are the used mixing bowls？,next to the blue bucket
6a6932c3-5eb9-4e8c-8950-48c7e3ab7462,8,74.3,hands-on,what am i opening？,bharathi cement
72410c66-8f44-45a3-9896-5eca2cd826a0,8,98.8,hands-on,which brand product am i  using for the assembly?,andreani
7c3563f7-dee1-4832-893f-f450eed245a1,8,64.8,hands-on,which model of the toro lawnmower is?,dual force
7fcc4b2f-4cb5-4301-bbdc-41c9f8995936,8,79.8,hands-on,where is the happy birthday banner on the card ?,centered at the bottom near the flowers
817d8a18-4da2-4d8f-b97c-9e3374f048af,8,88.7,hands-on,where can i find another piece of adoas clothing in this room?,the drawer to the left
8306b411-7f39-4fc4-a585-294d7b738cf0,8,84.0,hands-on,where should i dispose of the used oil patch material?,waste bin
83acbfe5-4c09-440c-ab8b-62479b2915df,8,86.2,hands-on,which document is related to the use of the blue item with the circular design on the right?,the instruction manual beside the blue item
8581c1f4-30f0-410f-8cb6-29cec330ca29,8,81.0,hands-on,where do i find the example patterns for stitching other than the alphabet ones i see here?,the rest of the book pages
8da23a12-66ce-47e4-9ff6-485f719eef18,8,141.2,hands-on,which words on the shirt are most prominent and why?,"ha and sure, larger and bolder"
92d717cc-4946-4cb9-9d03-ddc137f4ba84,8,86.7,hands-on,where is the tube of yellow paint placed on the table?,in the front row of the paint tubes
9805d3a0-38a3-4450-a379-d1513a68d585,8,82.5,hands-on,where can i find more information about the bicycle brand i'm handling?,on the bicycle itself
9c5e2a0e-246e-449b-9cb7-0b8d284bc306,8,78.2,hands-on,where should i place this colorful cloth piece?,on a mat with the text prism
b35e7060-ae01-420e-b327-3b25d4090f90,8,77.0,hands-on,how to properly handle fox 10 oil?,refer to the safety and usage instructions on the fox label
c4877eda-bc7c-4f86-a432-424dd2832684,8,114.2,hands-on,where is the book lord of the rings?,to the left side of the watercolor palette
c856e600-d33d-453e-b3f9-db920deedc2f,8,82.2,hands-on,what is the first instruction on the green sign above the countertop?,do not ower water your plants
cad9eaa5-6895-4825-930d-a006dbdd4baf,8,103.7,hands-on,where can i find the brand information on the bike?,on the brake
cd882b7a-0766-4582-8388-3990b009b11b,8,81.5,hands-on,where can i find more information about the klingspor brand?,on the packaging
e0aaf51e-128e-49c1-aafc-a59de6b75062,8,82.0,hands-on,where do the screws labeled o go on the model?,to the top holes on the centerpiece
e27e9ec7-aaf3-4e5c-a387-1699fe66ea4f,8,82.2,hands-on,what is the contact number for rader?,412-901-5849
12f30f46-e3b7-4c91-b857-fb696bf855cb,9,115.0,hands-on,which tool should i use to cut the material and how does it relate to the placement of the kle bottle on my desk?,"use the utility knife, and place the kle bottle away from the cutting area to avoid spills"
1309e766-14cb-4d32-8724-5d294e7d4fd6,9,110.0,hands-on,where should i store additional ambule cement bags to keep the workspace organized and accessible considering the cement sacks around?,next to the existing ambule cement sacks
1569639c-b56e-4ce0-9722-2eefdab0f90d,9,111.2,hands-on,what are the colors listed for each row of the pattern starting with 'm'?,green and yellow
1ba106f8-607c-47c6-b6bd-0c4d8cedd1c8,9,107.5,hands-on,which procedures require using the thermo device ?,use for temperature-sensitive reactions
1f7c972a-9902-483e-8d46-ff736c833827,9,113.8,hands-on,which specific items or equipment in our workspace are labeled with ppg paints to organize our materials quickly?,paint containers and shirt
22470ce0-5e9e-4790-b731-1dabd7eab3c4,9,110.2,hands-on,what is the height of the sun image on the poster that i measured?,27 cm
25d300a2-3777-47f2-9055-f066f739b01c,9,115.2,hands-on,which storage unit contains items related to my current task?,r-11 +4
2abab07f-8dca-4fdc-aa2b-3d79e3252cbb,9,104.2,hands-on,what is the brand of toilet paper above the cabinet?,ultra
2d2303fe-f0ae-4a8c-80dd-1b048d9d8bc8,9,125.5,hands-on,which product's box is stored next to the pipes in the corner?,maruchan ramen chicken
32f700d8-5175-4098-8270-bc6ed5d76e2e,9,125.5,hands-on,"when i need to recheck the level, which brand name should i look for on the tool to ensure consistency?",empire
330a2524-55c2-4c1e-bc01-8d5eef614978,9,111.0,hands-on,what is the contact phone number printed below the word rader on my shirt?,412-901-5849
36d9e651-daee-4cf4-8c58-2780e5511daa,9,111.5,hands-on,where can i find the spax materials for securing the wood?,in the small white boxes on the beams
3ab9c63c-49af-4688-8ff9-26e50d185dab,9,137.3,hands-on,"with the measurements of the return of the jedi poster are performed, how much space will i need to frame it?",at least 38 inches of width
3edffb3a-a23b-42eb-b621-8a71a558570f,9,137.3,hands-on,which characters can be seen on the poster being measured?,characters from star wars including luke skywalker can be seen
42027a8d-1057-4328-98b7-133ad7c99fb5,9,118.8,hands-on,which way should i go to exit the garden area?,go straight after passing the welcome mat
431a0aa5-cfe1-4f73-8237-6e74f42e690c,9,111.5,hands-on,which vehicle with the text benven and the lion?,train
4387b319-d050-49a0-bb5b-e39f3eea7707,9,109.3,hands-on,where can i find the safety instructions on the saw machine i am operating?,on the front panel near the handle
46ed6fb8-f39e-4fd7-b327-9b1f6f568688,9,118.8,hands-on,where should i attach the tool to ensure it's stable while working on the hiltex bracket?,near the location of hiltex on the gloves
669378fb-324d-43af-85fa-7f64a4736bb6,9,109.7,hands-on,where can i find the production information on the items i am using?,near the bottom of the poster
6a6932c3-5eb9-4e8c-8950-48c7e3ab7462,9,100.8,hands-on,where do i find more information about the cement's specifications?,on the cement bags
71477d8c-9404-4569-8570-24ee6a3d6150,9,111.8,hands-on,where on the art pad is the word favinart located?,on the left side
747e3985-ecde-4177-b5e8-046611e1377c,9,101.7,hands-on,where can i find the instructions or information about the composition of the cement we are using?,on the cement bag
7c43d9aa-6c86-4820-a4ba-cc0ebd188248,9,113.8,hands-on,which company’s shirt am i wearing on this construction project?,ppg paints
83673fd7-4aac-4522-bf44-44d4bd63b267,9,111.5,hands-on,where the sandpaper is located?,"on top of the workbench, near the center"
876e18ce-025c-47c8-8f11-b5f7706f3e65,9,104.8,hands-on,where should i place my sample to measure its weight accurately?,on the digital scale
8c9448f8-074b-408a-85a8-1702ca88ddfd,9,108.8,hands-on,where should i look on the machine to check the brand name while i operate it?,on the front of the sewing machine
8eed2026-9f16-4004-92dd-9a31eceefa32,9,113.3,hands-on,where do i put the other adoas item?,on the bed
90b2d448-4172-4894-9f29-3a2bef6c85ad,9,112.5,hands-on,where should i look for specific assembly tips or warnings mentioned in the instruction manual?,check the caution section at the bottom of each page
97e938ab-634b-4106-a089-e218b35d10d4,9,115.2,hands-on,what is the label on the bench where the common items are stored?,common bench
a0a7b274-9632-4591-80f6-589e7dff6372,9,142.8,hands-on,which device shows a measurement of 0.0000 and what does it likely signify in this context?,"the left balance shows 0.0000, likely indicating it is tared"
a0d443b6-804f-464a-a4fa-32945eb5749b,9,111.2,hands-on,which parts of the project should i attach first to make sure benvenuto dagli appears neat and properly aligned?,start with the benvenuto text
a56b297f-35c0-471a-b346-a53c291e0dae,9,113.0,hands-on,where should i place this funnel to properly pour in the fluid?,in the engine compartment where there is an oil cap
a73215d5-537a-4128-80ee-2996878a2e80,9,129.3,hands-on,where could i find instructions for using this white 1000 grid product?,on the plastic wrap
b219bf46-5afd-42a4-9415-d70457109229,9,111.8,hands-on,where are the bricks labeled 'suv' that haven't been stacked yet?,laid out on the ground
bde944e9-230f-4e67-af44-30725d80b3c3,9,106.5,hands-on,which settings do i need to adjust on the andrea control panel for optimal performance?,the three dials on the upper right side
d966f6a1-c789-4fc0-bd69-3e574a8054b3,9,110.8,hands-on,where can i find the safety instructions ?,on the grinder body
e27e9ec7-aaf3-4e5c-a387-1699fe66ea4f,9,111.0,hands-on,which model or series is mentioned on the equipment?,ex-mark
01654874-78c9-4475-83d1-40db0b0db0c2,10,97.2,hands-on,what brand and model of vehicle do i use to work here?,grand cherokee
0840fa70-c492-4c72-9bb1-8c81ee3da04d,10,112.7,hands-on,what do i calculate using the expression in the notebook and then verify on the phone calculator?,the division of 9.5 by 50
1569639c-b56e-4ce0-9722-2eefdab0f90d,10,111.2,hands-on,what are the first two lines of letters on the left side of the book？,"a, b, c, d, e, f, g,h"
26075b58-745d-4881-a1d5-80cfdbe39cac,10,112.5,hands-on,what should i adjust to increase the pressure?,adjust the knob labeled “pressure.”
2a8acaa8-21b1-42ed-b56c-d82d8f82a4d7,10,101.7,hands-on,what is the brand on the box that i pulled out of the drawer?,andreani
2e3c16af-7555-456d-aa47-cdac8f7b8d61,10,118.2,hands-on,what does the label on the second bin from the left say?,needle free
32f700d8-5175-4098-8270-bc6ed5d76e2e,10,125.5,hands-on,what brand is the ramen on the floor?,maruchan
37f89f61-feec-490b-b160-48020ed76a8c,10,131.5,hands-on,what is the title of the book i am looking at?,veranda
38e7cde2-dbcc-4622-a782-85668ee3add1,10,114.0,hands-on,what is the full text on the bag?,humus vita stallatico super
3a12e786-b524-4169-8a9f-ffd82fb1b3d2,10,111.2,hands-on,what words in the text i'm painting describe how language changes?,different
4a44ffe7-2fe5-4e23-8aff-e6c62a23ade6,10,115.2,hands-on,which company manufactured this machinery?,walker
5193b58e-d566-4dbc-b902-1adb8ac555dc,10,111.5,hands-on,how many different sizes of support rods do i need to assemble for this spacerail layout?,four
585306e2-79d8-4665-884f-721daa42fe3e,10,116.2,hands-on,what brand name is printed on the yellow bucket?,archalarm
59774ba5-ef2c-4ab3-959e-3aeaed8416f0,10,113.2,hands-on,what ingredients do i need to use from the bowl next to the 'kinley' can?,bell pepper and tomato
5d9f4f2a-9fc4-4c97-86a1-6eb4bbc9ae5f,10,99.7,hands-on,where should i go to find more nutone products in this place?,look in the box on the left side
665cac5d-bf32-479e-9e48-da0096b6a85a,10,113.5,hands-on,which brand of glue gun am i using for this project?,dewalt
6884d86f-62c1-49ac-be67-f334ea288407,10,113.2,hands-on,what is the brand of the equipment i am using?,blower
69593ee1-f02a-4b4e-91ea-a09548fd505c,10,145.8,hands-on,what materials should i be using for the construction according to the texts i see around?,use the bhara item
738ede98-127c-470c-81d8-226b78a63b60,10,100.5,hands-on,what brand is the red mower i am working on?,exmark turf tracer
739c36a9-b774-4e7c-b4b6-4a904b48db61,10,99.0,hands-on,where can i find more information about the ingredients of the pizza?,on the pizza box
75e86ac9-0a65-4cd5-9492-82112d8cf429,10,102.8,hands-on,what show or movie am i currently browsing through on the television?,scare me
78fcf7d4-c569-43b0-a6a0-4001172e3f79,10,108.2,hands-on,what is the construction company printed on my shirt?,gbeber construction
7fcc4b2f-4cb5-4301-bbdc-41c9f8995936,10,106.7,hands-on,what is the complete phrase written on the card i am making?,happy birthday
8ea0d3b6-88f7-425c-8a3c-efbef54323d6,10,110.7,hands-on,where can i find the xylene to thin paint?,on the shelf to the left of the workbench
90b2d448-4172-4894-9f29-3a2bef6c85ad,10,112.5,hands-on,what is the first step i need to follow to start assembling the gearbox model?,remove all pieces from the board
92d717cc-4946-4cb9-9d03-ddc137f4ba84,10,97.5,hands-on,where can i find the liquitex basics acrylic color tubes that i need for this painting?,next to the candle
9c5a8206-e816-4052-8d16-bdf74abf44cc,10,113.2,hands-on,what is the brand of the shock absorber that i am working on?,fox
a56b297f-35c0-471a-b346-a53c291e0dae,10,113.0,hands-on,what do people in kurub cars uniforms do?,automotive repair services
bde944e9-230f-4e67-af44-30725d80b3c3,10,106.5,hands-on,what is the equipment brand i'm working with?,andreani
c3ce24fb-1f69-4470-8b16-d5a3065482d3,10,111.2,hands-on,which colors should i use for the letter a according to the pattern in the booklet?,green and yellow
c5b9ddd5-2ebb-41a5-a66e-45e9f7739a71,10,114.0,hands-on,"which type of sandpaper, indicated by the text, should i use next for finer sanding?",p 400
cd882b7a-0766-4582-8388-3990b009b11b,10,114.0,hands-on,what is the grit size of the sanding paper i’m using?,p 400
d6add349-88d4-485a-93f6-8549f0718596,10,96.0,hands-on,what are the differences in packaging colors between semola rimacinata and marina products?,"one is orange and white, and the other is reddish-purple"
0354b658-b59e-476c-ac9d-739ee656bed0,11,114.3,hands-on,where should i check with the trailer connection to ensure safety?,at the connection points marked tang
06a63ff3-ae7e-4400-9dbf-084ccaa57377,11,108.8,hands-on,where can i find the position labeled face?,on the lower side
0840fa70-c492-4c72-9bb1-8c81ee3da04d,11,112.7,hands-on,where do i write down the results from the calculations?,on the left-hand page of the notebook
159b8635-67d7-4999-99db-442a0b58b1c1,11,113.3,hands-on,where should i place the tools after using them near the ozeen area?,on the wall-mounted tool rack
1ba106f8-607c-47c6-b6bd-0c4d8cedd1c8,11,107.5,hands-on,what should i do if i accidentally spill the liquid from the red-capped bottle?,follow the chemical spill procedure on the wall
22470ce0-5e9e-4790-b731-1dabd7eab3c4,11,110.2,hands-on,"which product is being advertised by l'oréal in the magazine, and what are its key features?","age perfect serum, helps repair and moisturize skin"
23d56272-b51a-49cf-88be-af619b8baec7,11,138.2,hands-on,where do i put the stanley tool after i finished using it?,on the workbench
25d300a2-3777-47f2-9055-f066f739b01c,11,115.2,hands-on,where can i find the contact information for emergencies in this building?,on the laboratory hazard information poster on the door
2e3c16af-7555-456d-aa47-cdac8f7b8d61,11,118.2,hands-on,where are the needle-free items located?,second bin from the left
32f700d8-5175-4098-8270-bc6ed5d76e2e,11,125.5,hands-on,where should i place the black box with the adoas label?,on the bottom shelf on the right
33c996d6-4fc7-4013-a65c-4ef8756cea49,11,112.0,hands-on,what tools do i need to use to assemble the piece marked pool?,glue gun
36d9e651-daee-4cf4-8c58-2780e5511daa,11,111.5,hands-on,which month’s name is stamped on the wooden plank i am working with?,june
40f5752f-26f7-429b-a279-c0ad9b029698,11,145.8,hands-on,"which vitamin is mentioned on the bucket, and should i make sure the food contains it?",vitamin g
414f7421-52d2-437b-a873-5add8babfe53,11,112.3,hands-on,what is prominently visible on the person's workspace?,cutting mat
42027a8d-1057-4328-98b7-133ad7c99fb5,11,118.8,hands-on,which entrance should i use to enter the house?,the entrance with the welcome doormat
44b61d93-b65b-4dfe-bd2c-c59bd1698d28,11,145.7,hands-on,where is the logo of the construction company i'm working for on my clothing?,on the sleeve of the t-shirt
4a44ffe7-2fe5-4e23-8aff-e6c62a23ade6,11,115.2,hands-on,what is the horsepower of this machinery?,20hp
5fccf3ea-0992-478f-8a63-37c106de94a8,11,109.2,hands-on,what label is on the container i am holding?,p.l.b
69593ee1-f02a-4b4e-91ea-a09548fd505c,11,145.8,hands-on,where is the bhara item located that i need to use next?,beside the concrete corner
6b8b47be-786f-4436-b70b-796c1b70f975,11,109.5,hands-on,where should i place the replacement part on the exmark engine?,on the component underneath the fan grill
6c66d5d8-6caa-47f4-bd6c-573ba65be8b9,11,115.0,hands-on,where can i find information on the contents or instructions of this saline solution bottle i'm holding?,read the label on the saline solution bottle
78fcf7d4-c569-43b0-a6a0-4001172e3f79,11,108.2,hands-on,which tool am i using to measure and mark the angles on the wood?,the red ruler with usa
81550a02-c90a-4b97-9652-ceb57e6a8171,11,110.7,hands-on,which brand of cement am i currently using?,ambuja cement
81960a67-7285-4769-ac91-3913f1ba5742,11,114.3,hands-on,which area near the tang trailer should i focus on cleaning up first?,the parking area
8eed2026-9f16-4004-92dd-9a31eceefa32,11,113.3,hands-on,where do i find the avenue underwear?,on the bed
974ac5d0-8221-4777-9210-67c8f007d19f,11,107.8,hands-on,which pointer on the electrophoresis gel equipment is indicating the separation?,the blue line in the gel
9ad64bf4-0016-414b-8b62-b2505cc00e77,11,134.8,hands-on,what is the weight displayed on my right scale at the end?,0.1492g
a31720b8-01aa-40c7-b469-9aa5992a4f06,11,112.2,hands-on,which container should i use to store the “hbc cag” sample?,the one labeled hbc cag
a94bf1df-bdcd-48ef-a654-b2e64048097b,11,97.7,hands-on,where do i put the family size splatoon2 cereal box that i bought yesterday?,on the bookshelf next to the guitar
c3ce24fb-1f69-4470-8b16-d5a3065482d3,11,111.2,hands-on,from where should i start stitching the letter b after finishing the letter a?,one space to the right of where you ended the letter a
c5b9ddd5-2ebb-41a5-a66e-45e9f7739a71,11,114.0,hands-on,where can i find instructions of the auto-paper product?,on the packaging of auto-paper
c66fe71d-e9c3-4983-ad77-26c0a8b1c0b9,11,132.5,hands-on,where should i position the green mat with the awp text to ensure a stable surface?,beside the wall where you are working
d0cc3ba5-14cc-4d4d-82db-fec29ad01e3e,11,96.0,hands-on,which tools do i need to use to cut the tirupati tubes safely?,the angle grinder with the green disc
da34ee91-8d41-4d2e-aa3a-d6adfd9eae98,11,110.0,hands-on,where can i find the disinfectant spray?,on the left side of the tray - soil preparation area
e27e9ec7-aaf3-4e5c-a387-1699fe66ea4f,11,111.0,hands-on,which company am i wearing the uniform for during this activity?,rader
0840fa70-c492-4c72-9bb1-8c81ee3da04d,12,126.5,hands-on,which pen or pencil do i use to note down the final values for the experiment?,a pink pen
1ba106f8-607c-47c6-b6bd-0c4d8cedd1c8,12,143.8,hands-on,where can i find the instructions for setting up the mettler toledo equipment?,check the printed instructions on the wall
202947b7-5e6a-4f4d-a9e9-2a88aa76ceda,12,140.3,hands-on,"what type of shoes am i working on, and how many shoes are visible in total?","leather shoes, two shoes"
24693423-800a-4bda-8a69-c48b19325c02,12,142.8,hands-on,which ingredients do i need to add if the recipe requires an additional 200 grams of flour?,flour from the yellow packet
2a8239d1-7581-4fea-bfa9-aa5913641f04,12,139.3,hands-on,where can i find the instructions or details for using the yellow tube?,on the surface of the yellow tube
316df9ab-91a5-417a-abc4-ce49063bc5cd,12,133.3,hands-on,what tools and materials am i supposed to use for the parts labeled face?,hot glue gun and small blocks
32f700d8-5175-4098-8270-bc6ed5d76e2e,12,129.7,hands-on,which type of ramen is on the shelf?,maruchan chicken
330a2524-55c2-4c1e-bc01-8d5eef614978,12,140.5,hands-on,where can i find more information or contact details for the service provider rader?,on the green shirt
379f8305-54f1-4761-a6d9-0ba2d76225fc,12,147.7,hands-on,where can i find the documentation for the maintenance procedures related to this poulan pro engine ?,label on the engine
3e610537-f53a-4501-a607-080d94dab9c7,12,130.0,hands-on,what's written on the box?,made in spain
40f5752f-26f7-429b-a279-c0ad9b029698,12,144.8,hands-on,"is the maize meal i am using enriched with any additional nutrients, as indicated on the bucket?",yes
431a0aa5-cfe1-4f73-8237-6e74f42e690c,12,140.3,hands-on,which brand is the hot glue gun i’m using?,einhell
594255d7-0253-467d-abf6-c1b83ed0ff62,12,140.8,hands-on,what are the designated hours for equipment usage according to the sign?,no limit
640bcb91-a250-4aae-84ed-10e192c637cf,12,141.0,hands-on,which tool should i use to fix the letters onto the correct spot on the page?,einhell glue gun
65770215-5551-4aa4-9699-763bd211e877,12,135.7,hands-on,where can i find more information or get assistance about this landscaping service?,on the green shirt of the person
